,titles,ratings,reviews,dates,replies,reply_dates
1609,Précommande Red Dead Redemption 2 PS4 a vomir,1,"J'avais précommande Red Dead Redemption 2 le 19 septembre 2018 sur PS4 (C100000335359) afin de le recevoir le jour de sa sortir, c'est à dire le 26 octobre (Principe d'une précommande). Le 26 octobre, ma commande était toujours bloquer ''en préparation de commande''.J'ai du racheter le jeu en magasin. Finalement, j'ai reçu le jeu le 29 octobre mais j'ai fait une demande de remboursement. Pour conclure , je pense que ça sera la première et dernier fois que je commande sur le site de l'espace culturel E.Leclerc. 
Je pense qu'il faudrait revoir le concept de précommande.",2018-11-01T10:54:20.000Z,,
1610,Precommande de red dead rédemption 2 le…,1,"Precommande de red dead rédemption 2 le 10 octobre pour le recevoir pile poil le jour de sa sortie et bien sûr rien de rien.. impossible de joindre qui que ce soit, des dizaines de mails, dizaines de coup de fil.. nada! J'ai même essayé via pigeon voyageur, et ils l'ont buté ces idiots ! Nan je plaisante pour le dernier,  mais espace culturel sont totalement déplorable ! J'ai fais une demande de remboursement car je savais que je ne verrais jamais la couleur de mon jeux, attendu 20 jours sans nouvelle et la.. j'ai décidé envoyé un lettre recommandé avec. Avis de reception en les menaçant de porter plainte ! Miracle 2 jours après je reçois un mail de leur sbires et ils me disent "" votre remboursement ! Aussitôt dis, aussitôt fait ! "" ça ma fais dresser les poils du troufignon ! J'ai eu mon remboursement , mais j'ai pu apercevoir a quel point leur site internet est une fosse a purain qui sent le rouleau okay triple épaisseur usagés. Voilà, si vous voulez un remboursement envoyez leur direct un recommandé ! Vous aurez une réponse au moins et Sa, sa vaut sacrément son pesant d'or chez espace culturel dhiaré",2018-11-20T13:40:10.000Z,,
1611,Hôtesse désagréable,1,"Je me suis présenté aujourd'hui à l'accueil de Leclerc  de Chambly vers 13h00 pour l'achat d'une carte cadeau.
L'hôtesse qui m'a reçue était hautaine et désagréable évoquant un certain mépris à mon égard.Je ne comprends pas cette attitude.C'est la première fois que je constate ce genre de comportement car je suis un habitué de ce magasin et je n'ai jamais eu à déplorer un tel fait",2018-10-31T16:24:33.000Z,,
1612,"publicitée mensongére, aucun produit a vendre. Donc c'est de l'arnaque",1,"Une publicité sur l’entête du site le boncoin, qui est mentionne  jusqu'a 50% en tickets leclerc pour les ordinateurs, tablettes smartphone. Du mercredi 31 octobre au mardi 6 novembre. Lorsque l'on clique dessus, on arrive sur carte avec les magasins qui participe a cet offre. Sauf que lorsque l'on contact les magasins en questions, il n'ont pas de produit avec cette offre, meme sur leur site internet high tech... (rien. J'ai contacté le service leclerc), il ne sont pas au courant (impossible de trouver quelqu'un pour répondre a ma question, il faut écrire)...Je trouve que cette annonce est une arnaque au client. Il se déplace en magasin. pensant bénéficier d'une offre commercial (interessante), or elle est inexistante. J'ai télephoner au 0969324252, il m'ont dit qu'il n y avait pas de publicité sur le bon coin.. (mentionnant ca, j'ai des photos prouvant le contraire). Merci de faire cesser les publicités mensongère, ils prennent les clients pour des imbéciles. Les font déplacer dans leurs magasins pour consommer, voila comment il fonctionne. C'est inadmissible. 

D'avance merci de faire le nécessaire pour que des pratiques de cette nature cesse!!!

Cordialement
Arnaud 
Leclerc = aucune confiance en eux; la politique du prix bas. Je rigole . 
le service client catastrophe.. Et le pire de tout ils prennent les clients bio pour des bobos, faut voir leurs publicité a la télé..Je préfere aller chez biocoop; au moins eux il ne font pas de pub (fausse ou vrai, ou autre)",2018-10-31T16:11:56.000Z,,
1613,Aujourd’hui reçu par mail,1,"Aujourd’hui reçu par mail 
Annulation du jeu en livraison 
Faut que j’en rachète un à Leclerc ( donc commander au tel ) pour le chercher ce soir 7 jours pour le remboursement pour l’appercevoir Sur votre compte et bon de 10€ pour excuse 
+ les 5 euros de bon de reduc 

Enfin bref à bannir pour commander sur le net 

Voici le message reçu après avoir déposé mot sur Twitter 

Bonjour,

Nous regrettons sincèrement devoir vous informer que nous ne serons pas en mesure de vous livrer, dans le délai prévu, votre commande produit C100000396904 passée sur culture Leclerc 

Afin de vous permettre de trouver dès aujourd'hui une autre solution pour vous procurer ce jeu, nous annulons votre commande et vous la remboursons dans la journée. Compte tenu des délais bancaires, ce remboursement sera visible sur votre compte dans un délai moyen de 7 jours ouvrés. 

Vous pouvez vous procurer votre jeu Red Dead Redemption 2 dans nos magasins, sachez qu'il bénéficie jusqu'au 4 novembre d'une offre de 5€ de Tickets E.Leclerc crédités sur votre carte E.Leclerc.

Enfin, conscients du désagrément que vous subissez, nous souhaitons vous offrir un code de réduction de 10€, valable dans tous nos magasins E.Leclerc jusqu'au 01/05/2019.

Ce code de réduction vous sera envoyé par mail avant le 07 novembre. Pour profiter de ce code, il vous suffit de le communiquer lors de votre passage en caisse. 

Nous vous présentons toutes nos excuses pour cet incident et espérons avoir le plaisir de vous retrouver bientôt dans nos magasins et sur le site

L'équipe internet E.Leclerc !

Vos conseillers avisés.",2018-10-31T14:10:14.000Z,,
1614,j'ai commandé le jour de sa sortie soit…,1,"j'ai commandé le jour de sa sortie soit le 19/10/18 le vinyle de johnny hallyday dispo sur le site, le 24/10 on m'annonce par mail qu'il y aura du retard dans l’expédition (pourtant j'ai payé pour un produit qui était en stock, j'ai même reçu la facture en PDF!) Commande N° : C100000444838 
Depuis malgré plusieurs relances de ma part plus ne nouvelle de culture E.Leclerc
A fuir absolument!!!!

Aujourd'hui 14/11/18 toujours aucune nouvelle je viens de contacter la DGCCRF
J'envisage aussi de porté plainte pour escroquerie",2018-11-14T12:36:36.000Z,,
1615,Nous sommes maintenant le 31 Octobre,1,"Nous sommes maintenant le 31 Octobre, aucune nouvelle de mon article et toujours impossible de joindre ces NULS",2018-10-31T10:14:11.000Z,,
1616,Impossible de mettre zéro étoile donc…,1,"Impossible de mettre zéro étoile donc j'en met une seule...

Problème pour red dead redemption 2 PS4 comme beaucoup de monde visiblement , j'ai souhaiter un remboursement intégrale en vain , j'ai essayer d'appeler plus de 15 fois en 3 jours en vain et 4 mails dans le vent.

Je penser sincèrement que Leclerc était une boite sérieuse et compétente , à tord visiblement. 

Venant d'une enseigne pareille c'est juste honteux de voir ça et d'etre impuissant.

Julien.",2018-10-31T09:26:00.000Z,,
1617,Red dead redemption 2,1,Arnaque arnaque j’ai appeler hier il m’on dit qu’il arriver aujourd’hui mais non il dise sa juste pour qu’on n’arrête d’appeler Leclerc culturel arnaque jeux pré-co depuis 3 semaine et toujours rien,2018-10-30T15:50:53.000Z,,
1618,Retard sur les Pré-commandes et aucune…,1,Retard sur les Pré-commandes et aucune information renseigné.,2018-10-30T13:59:11.000Z,,
1619,Precommande non livre et non honoré,1,"Comme toutes les autres personnes Leclerc vole les clients avec un début de carte avant la livraison, une annulation impossible et j en passe. Impossible d avoi quelqu un au téléphone.ils ont préféré ne pas honoré les clients qui ont commandé en les prenant en otage et ont fournit tout leur magasin avec notre argent.
Bref plus jamais VIVE AUCHAN ! Il était un poil plus cher mais je me serais sûrement pas fait avoir",2018-10-30T12:23:16.000Z,,
1620,Service Injoignable,1,"Service Injoignable - 11 appels passés, un seul passé avec succès.
Commande passée début octobre; mais désormais plus aucune information en terme de délais.
L'opératrice ne peut donner aucune information sur la livraison, ne peut pas rembourser même s'il n'y a aucun stock et rien a été engagé.
Leur message : attendre et si on veut un remboursement, il faut renvoyer",2018-10-30T10:39:32.000Z,,
1621,Service client injoignable,1,"Service client injoignable, retard de livraison EN PRECOMMANDE pour sois disant pénurie alors que le produit est dispo en magasin. Plus jamais je met le pieds dans un leclerc.",2018-10-30T10:27:36.000Z,,
1622,Dans la même situation que tout le monde,1,"Comme tout le monde, commande de RDR2 effectuée le 07/10 (j'ai beaucoup hésité avec Auchan qui malheureusement le proposait juste un peu plus cher ... zut! Quelle erreur de ma part).
A l'heure actuelle, commande C100000413876 toujours en cours de préparation.
Ça ne sert à rien de s’énerver. Je vais calmement attendre l'arrivée du jeu (espérons avant Noël), essayer de récupérer les 5€ de ticket Leclerc (c'est la moindre des choses comme dédommagement) et ensuite leur demander de clôturer définitivement mon compte car ils ne sont pas prêts de me revoir.",2018-10-30T08:21:07.000Z,,
1623,Bonjour .voilà je viens mon leclerc .il…,1,Bonjour .voilà je viens mon leclerc .il y a au moins 50  jeux disponible dans le rayon .c un truc de fou .j en ai racheter un et il m ont confirmé que si je récupère l autre .il me le rembourserai .J e suis aller faire une réclamation écrite direct au magasin.il le savent que leur site est super nul. même la caissière me la decomander. Donc voilà. AU REVOIR SITE DE M...E  DONT JE PRÉCISE  E LECLERC  CULTUREL. A BON ENTENDEUR. A+,2018-10-30T08:01:19.000Z,,
1624,Précommande Red Dead Redemption 2,1,"Précommande effectuée il y a deux semaines pour être sûr d'avoir le jeu Day One.

Résultat : En "" cours de préparation "" depuis 1 semaine.

- Service mails injoignable
- Service téléphonique raccroche au nez au bout de 5 minutes d'attente.
- Service logistique incompétent voir inexistant.

Je suis actuellement sans nouvelles de ma précommande.",2018-10-29T21:08:21.000Z,,
1625,a fuire,1,"a fuire ! une precommande non assuré, même toujours pas expédié, mais déjà débité !!! Service client inexistant (aucune reponse au tél, mail ou twitter). Arnaque aux yeux de tous...",2018-10-29T17:41:36.000Z,,
1626,article précommandé 2 semaines avant la…,1,"article précommandé 2 semaines avant la sortie et rien reçu le jour J, a part un mail en fin de journée disant qu'ils ne pourront pas assurer ma commande...",2018-10-29T16:42:23.000Z,,
1627,"Honteux, plus jamais",1,"Nul, il suffit de lire les commentaire précédents pour résumer la situation. Je sais pas si c'est un enfant de 5 ans qui commande les stock, en tout cas tout est à revoir : service client inexistant, compte débité 7 jours avant la """"supposé"""" livraison, je suis pas prêt de commander quelque chose à nouveau chez Leclerc",2018-10-29T16:14:56.000Z,,
1628,"Pareille que tout les autres ,dans le Baba",1,"Pareille que tout les autres ,en attente d'une réponse pour le remboursement de la précommande de red dead redemption 2 le tel j'en parle même pas faut oublié, débité il y a 2 semaine alors que normalement c'est au moment de l'envoie(toujours pas envoyé problème fournisseur mes c***** en ski...),et le pire c'est que je l'ai acheté a l'espace culturel Leclerc de Vitry et quand on parle à un vendeur sur place il me dit on a rien a voir avec internet super agréable une grosse farce,donc svp boycotté Leclerc si vous en avez la possibilité car c'est vraiment prendre les gens pour des c***.",2018-10-29T16:12:02.000Z,,
1629,Red dead rédemption 2 toujours pas…,1,Red dead rédemption 2 toujours pas reçu. Alors que le jeu est présent en magasin. Honteux. En espérant un geste commercial...,2018-10-29T15:48:30.000Z,,
1630,Dommage que je ne puisse pas mettre 0…,1,"Dommage que je ne puisse pas mettre 0 étoile... Suite à un problème de leur part concernant les aliments frais que nous avions acheté au leclerc drive, plus de 40€ de produits frais se sont retrouvés à la poubelle car inconsommables (nous avons tous été malades, l'odeur et la couleur des aliments étaient déplorables). Je demande donc un remboursement. 
Une personne du service client m'appelle en me disant que je suis une menteuse car les produits frais ne peuvent pas être périmés, qu'il n'y a qu'un seul aliment qui a du me rendre malade mais que les autres, au lieu de les jeter il fallait leur ramener en magasin. Résultat, je n'ai ni remboursement des produits périmés, ni même excuse de leur part. 
NE COMMANDEZ JAMAIS CHEZ EUX",2018-10-29T15:33:21.000Z,,
1631,gardez espoir :),1,Même constat que vous tous. Service E Leclerc déplorable. Jeu commandé le 25/09 pour le recevoir le jour de la sortie. Je ne l’ai reçu que ce jour... garder espoir pour ceux comme moi qui on leur statut de commande en terminée expédiée.,2018-10-29T15:31:13.000Z,,
